,budget,genres,id,keywords,original_language,release_date,revenue,runtime,title,Male_lead,Female_lead,Director,screenplay,writer,Music_director
2706,14000000,"['Drama', 'Romance']",87729,france.revolution.biography.president.history,en,1995-03-31,2474000,139.0,Jefferson in Paris,Nick Nolte,Greta Scacchi,James Ivory,,Ruth Prawer Jhabvala,
2707,0,"['Comedy', 'Romance']",16899,,en,2008-01-01,0,93.0,Easy Virtue,Ben Barnes,Jessica Biel,Stephan Elliott,,Stephan Elliott,
2708,0,"['Action', 'Adventure', 'Drama', 'Romance']",41317,,en,1978-11-02,0,127.0,Caravans,Anthony Quinn,Jennifer O'Neill,James Fargo,Thomas A. McMahon,,Mike Batt
2709,0,"['History', 'Drama']",245700,painter,en,2014-10-31,5405500,150.0,Mr. Turner,Timothy Spall,Marion Bailey,Mike Leigh,,Mike Leigh,Gary Yershon
2710,0,"['Drama', 'Romance']",37842,whiskey.experimental film.wallet.cult director,fr,2009-05-20,0,104.0,Wild Grass,André Dussollier,Emmanuelle Devos,Alain Resnais,,Alain Resnais,
2711,0,"['Drama', 'History']",9045,vatican.pope.concentration camp.holocaust.schutzstaffel.nazis.nazi germany.doctor.conscience.catholicism.euthanasia,fr,2002-02-13,0,132.0,Amen.,Ulrich Tukur,Monica Bleibtreu,Costa-Gavras,Costa-Gavras,,Armand Amar
2712,12000000,"['History', 'Action']",44092,martial arts.sword fight.wuxia,zh,2010-09-01,0,117.0,Reign of Assassins,Jung Woo-sung,Michelle Yeoh,John Woo,Chao-Bin Su,,Peter Kam
2713,0,"['Comedy', 'Drama', 'History']",16005,friendship.war.road trip.independent film.soldier,en,2008-09-26,0,113.0,The Lucky Ones,Tim Robbins,Rachel McAdams,Neil Burger,Neil Burger,,Rolfe Kent
2714,14000000,['Drama'],44754,new york.bus.nightmare.witness.investigation.police.truth.teacher.blood.student.relationship.family,en,2011-09-30,46495,149.0,Margaret,Matt Damon,Anna Paquin,Kenneth Lonergan,,Kenneth Lonergan,Nico Muhly
2715,108,"['Comedy', 'Horror']",23988,halloween.slapstick.duringcreditsstinger,en,2009-10-27,0,90.0,Stan Helsing,Leslie Nielsen,Diora Baird,Bo Zenga,,Bo Zenga,
2716,14000000,"['Romance', 'Drama']",43949,shyness.based on novel.unrequited love.neighbor.family relationships.first crush.young love.opposites attract.adolescent boy.based on young adult novel,en,2010-08-06,1755212,89.0,Flipped,Callan McAuliffe,Madeline Carroll,Rob Reiner,Rob Reiner,,
2717,14000000,"['Drama', 'Romance']",142,gay.countryside.homophobia.loss of lover.wyoming.rodeo.father murder.horseback riding.intolerance.daughter.marriage crisis.secret love.cowboy.star crossed lovers,en,2005-09-02,178043761,134.0,Brokeback Mountain,Heath Ledger,Michelle Williams,Ang Lee,Diana Ossana,,Gustavo Santaolalla
2718,12000000,"['Comedy', 'Drama', 'Romance']",9603,puberty.high school.make a match.spoiled child.gay interest.conflict.woman director,en,1995-07-19,0,97.0,Clueless,Paul Rudd,Stacey Dash,Amy Heckerling,Amy Heckerling,,David Kitay
2719,13500000,"['Drama', 'Romance']",10712,black people.wife husband relationship.botanist.homosexuality,en,2002-09-01,29027914,107.0,Far from Heaven,Dennis Quaid,Julianne Moore,Todd Haynes,Todd Haynes,,Elmer Bernstein
2720,14000000,['Comedy'],243938,time travel.sequel.hot tub.duringcreditsstinger,en,2015-02-20,12314651,93.0,Hot Tub Time Machine 2,Rob Corddry,Gillian Jacobs,Steve Pink,,Josh Heald,Christophe Beck
2721,13500000,['Drama'],10876,asylum.french revolution.french.smuggling.maid,en,2000-11-22,7060876,124.0,Quills,Geoffrey Rush,Kate Winslet,Philip Kaufman,Doug Wright,,Stephen Warbeck
2722,15000000,"['Comedy', 'Crime']",86838,suicide.alcohol.sex.screenwriter.underworld.fight.kidnapping.party.murder.scam.los angeles.gangster.explosion.criminal.shih tzu.struggling,en,2012-09-07,19422261,110.0,Seven Psychopaths,Colin Farrell,Abbie Cornish,Martin McDonagh,Martin McDonagh,,Carter Burwell
2723,0,"['Drama', 'Mystery', 'Thriller']",25208,woman director,en,2001-01-19,0,105.0,The Caveman's Valentine,Samuel L. Jackson,Ann Magnuson,Kasi Lemmons,,George Dawes Green,
2724,18339750,"['Drama', 'History', 'War']",613,berlin.poison.dictator.clerk.ideology.world war ii.traitor.despair.destroy.testament.capitulation.soviet troops.race politics.national socialism.adolf hitler.ultimate victory.minister.national socialist party.dying and death.historical figure.german shepherd,de,2004-09-08,92180910,156.0,Downfall,Bruno Ganz,Alexandra Maria Lara,Oliver Hirschbiegel,Bernd Eichinger,,Stephan Zacharias
2725,12806000,['Drama'],1913,brother brother relationship.paraplegic.intensive care.ladykiller.wheelchair.dying and death.biography.galicia.bathing accident.freedom.romance.lawyer.sailor.euthanasia.dignity,es,2004-09-03,38535221,125.0,The Sea Inside,Javier Bardem,Belén Rueda,Alejandro Amenábar,Alejandro Amenábar,,Alejandro Amenábar
2726,13300000,"['Thriller', 'Science Fiction', 'Drama']",97370,male nudity.scotland.edinburgh.alien.very little dialogue,en,2014-03-14,5380251,108.0,Under the Skin,Adam Pearson,Scarlett Johansson,Jonathan Glazer,Jonathan Glazer,,Mica Levi
2727,13000000,"['Comedy', 'Drama', 'War']",801,rock and roll.radio station.war crimes.entertainer.explosive.cynic.radio.vietnam war.vietcong.gi.u.s. air force.dying and death.radio presenter.humor.saigon.provocation.right and justice,en,1987-12-23,123922370,121.0,"Good Morning, Vietnam",Robin Williams,,Barry Levinson,,Mitch Markowitz,Alex North
2728,13400000,"['Action', 'Comedy', 'Thriller']",70829,,en,2010-12-29,16700000,100.0,The Last Godfather,Harvey Keitel,Jocelin Donahue,Shim Hyung-Rae,,Shim Hyung-Rae,
2729,13000000,"['Documentary', 'Music', 'Family']",54518,manager.canada.pop singer.star.prayer.music competition.tour bus.aftercreditsstinger.duringcreditsstinger.justin bieber,en,2011-02-11,98441954,105.0,Justin Bieber: Never Say Never,Justin Bieber,Miley Cyrus,Jon M. Chu,,,
2730,13000000,"['Drama', 'Thriller']",44214,dancing.competition.sex.dancer.obsession.paranoia.insanity.suspense.ballet.new york city.heartbreak.mental illness.madness.swan lake.ballerina.body horror,en,2010-12-02,327803731,108.0,Black Swan,Vincent Cassel,Natalie Portman,Darren Aronofsky,Mark Heyman,,Clint Mansell
2731,13000000,"['Drama', 'Crime']",240,italo-american.cuba.vororte.melancholy.praise.revenge.mafia.lawyer.blood.corrupt politician.bloody body of child.man punches woman,en,1974-12-20,47542841,200.0,The Godfather: Part II,Al Pacino,Diane Keaton,Francis Ford Coppola,Francis Ford Coppola,,Carmine Coppola
2732,13000000,"['Drama', 'Family', 'Romance', 'Music']",9816,ballet dancer.musical.ballet,en,2001-01-12,91038276,112.0,Save the Last Dance,Sean Patrick Thomas,Julia Stiles,Thomas Carter,,,Mark Isham
2733,7000000,"['Horror', 'Thriller']",10131,martial arts.nightmare.supernatural.high school.resurrection.sequel.diner.alcoholic.disfigurement.dreams,en,1988-08-19,72500000,99.0,A Nightmare on Elm Street 4: The Dream Master,Robert Englund,Tuesday Knight,Renny Harlin,Brian Helgeland,,John Easdale
2734,16000000,['Drama'],339984,miracle.christian.cure.woman director.accident,en,2016-03-17,77000000,117.0,Miracles from Heaven,Martin Henderson,Jennifer Garner,Patricia Riggen,,,
2735,13000000,['Comedy'],8859,dude.amnesia.idiot.auto.friendship.cannabis.hangover.spoof.teenager.drug.alcohol abuse.celebration.car.duringcreditsstinger.child,en,2000-12-15,73180723,83.0,"Dude, Where’s My Car?",Ashton Kutcher,Kristy Swanson,Danny Leiner,Philip Stark,,David Kitay
2736,13000000,"['Crime', 'Action', 'Adventure', 'Drama', 'Western']",11967,corruption.sheriff.deputy sheriff.ranch.billy the kid.outlaw.neighbor,en,1988-08-12,44726644,107.0,Young Guns,Emilio Estevez,Sharon Thomas Cain,Christopher Cain,John Fusco,,
2737,13000000,['Comedy'],239563,babysitter.friendship.neighbor.divorce.child of divorce,en,2014-10-09,54837234,102.0,St. Vincent,Bill Murray,Melissa McCarthy,Theodore Melfi,Theodore Melfi,,Theodore Shapiro
2738,12500000,"['Comedy', 'Romance']",222899,duringcreditsstinger,en,2014-02-14,49002684,100.0,About Last Night,Kevin Hart,Regina Hall,Steve Pink,Leslye Headland,,
2739,16000000,"['Comedy', 'Romance', 'Drama']",4951,shakespeare.sister.high school.cannabis.deception.teen movie.shrew.archery.feel-good ending.opposites attract.duringcreditsstinger.teenage romance.play adaptation.overprotective father,en,1999-03-30,53478166,97.0,10 Things I Hate About You,Heath Ledger,Julia Stiles,Gil Junger,,Karen McCullah Lutz,Richard Gibbs
2740,13000000,"['Comedy', 'Family']",10985,prison.dual identity.identity.loser.high school.los angeles.duringcreditsstinger,en,2002-05-10,0,88.0,The New Guy,DJ Qualls,Eliza Dushku,Ed Decter,,David Kendall,
2741,0,['Comedy'],9644,cocaine.police.spoof.los angeles,en,1993-02-04,0,84.0,National Lampoon's Loaded Weapon 1,Emilio Estevez,Kathy Ireland,Gene Quintano,Gene Quintano,,
2742,17000000,"['Horror', 'Drama', 'Thriller']",332567,mexico.beach.surfer.island.survival.young woman.shark.great white shark.trapped.animal attack.animal horror.prey,en,2016-06-24,119100758,86.0,The Shallows,Óscar Jaenada,Blake Lively,Jaume Collet-Serra,Anthony Jaswinski,,Marco Beltrami
2743,13000000,"['Science Fiction', 'Thriller']",1954,amnesia.chaos theory.blackout.time travel.flashback,en,2004-01-22,96060858,113.0,The Butterfly Effect,Ashton Kutcher,Melora Walters,Eric Bress,Eric Bress,,Michael Suby
2744,0,"['Comedy', 'Family']",15489,,en,2000-02-11,0,89.0,Snow Day,Chevy Chase,Jean Smart,Chris Koch,,Will McRobb,
2745,13000000,"['Comedy', 'Drama']",15250,drama.family.family holiday.family feud,en,2007-11-27,0,117.0,This Christmas,Delroy Lindo,Loretta Devine,Preston A. Whitmore II,Preston A. Whitmore II,,
2746,12000000,"['Science Fiction', 'Comedy', 'Family']",22345,baby.genius.toddler.baby geniuses,en,1999-03-12,36450736,97.0,Baby Geniuses,Christopher Lloyd,Kathleen Turner,Bob Clark,Bob Clark,,
2747,13000000,"['Action', 'Adventure', 'Comedy', 'Thriller']",9448,bungee-jump.dark comedy.cigarette smoking.slow motion.video store.subtitled scene.kosher.stealing a car.movie poster.night vision goggles.suitcase full of money,en,1998-04-24,27007143,91.0,The Big Hit,Mark Wahlberg,Christina Applegate,Kirk Wong,Ben Ramsey,,
2748,12000000,"['Comedy', 'Drama', 'Family']",38223,spy.secret.nanny.notebook.binoculars.woman director,en,1996-07-10,0,100.0,Harriet the Spy,Gregory Smith,Michelle Trachtenberg,Bronwen Hughes,Theresa Rebeck,,
2749,13000000,"['Drama', 'Horror']",11186,faithlessness.puppet.killer toys.toy comes to life,en,1990-11-09,35763605,84.0,Child's Play 2,Alex Vincent,Jenny Agutter,John Lafia,Don Mancini,,Graeme Revell
2750,13200000,"['Crime', 'Thriller']",136835,sadistic.hostage.sociopath.serial killer.blood.escaped convict.murderer.home invasion.killer.deadly.escaped killer,en,2014-09-10,53830415,83.0,No Good Deed,Idris Elba,Taraji P. Henson,Sam Miller,,Aimee Lagos,
2751,18000000,"['Science Fiction', 'Horror', 'Thriller']",5876,father son relationship.monster.supermarket.fight.artist.fog.bible.spider.survivor.faith.prayer.blood splatter.gore.giant monster.blood.anger.thunderstorm,en,2007-11-21,57096190,126.0,The Mist,Thomas Jane,Marcia Gay Harden,Frank Darabont,Frank Darabont,,Mark Isham
2752,15000000,"['Drama', 'Science Fiction']",264660,dancing.artificial intelligence.distrust.isolation.technology.manipulation.friendship.deception.laboratory.robot.power outage.surveillance camera.consciousness.existentialism.lockdown.philosophical.robot human relationship.turing test.cybernetics,en,2015-01-21,36869414,108.0,Ex Machina,Domhnall Gleeson,Alicia Vikander,Alex Garland,,Alex Garland,Geoff Barrow
2753,13000000,"['Fantasy', 'Drama', 'Comedy']",492,individual.transvestism.sexual identity.witch.identity.subconsciousness.new identity.pet.chimp.puppeteer.appropriation of another human being.externally controlled action.married couple.brain.pet shop.door.secret love,en,1999-09-30,22863596,112.0,Being John Malkovich,John Cusack,Cameron Diaz,Spike Jonze,,Charlie Kaufman,Carter Burwell
2754,6000000,"['Comedy', 'Romance']",25462,,en,2001-09-07,0,90.0,Two Can Play That Game,Morris Chestnut,Vivica A. Fox,Mark Brown,,Mark Brown,
2755,13000000,"['Family', 'Adventure', 'Science Fiction']",238603,alien.found footage,en,2014-06-14,45300000,89.0,Earth to Echo,Jason Gray-Stanford,Ella Wahlestedt,Dave Green,Henry Gayden,,Joseph Trapanese
2756,13000000,"['Drama', 'Romance']",10691,lovesickness.jealousy.parents kids relationship.love of one's life.cutting the cord.forbidden love.kiss.crush.teenage crush.relationship.unhappiness,en,2001-06-29,16929123,99.0,Crazy/Beautiful,Jay Hernandez,Kirsten Dunst,John Stockwell,Phil Hay,,Paul Haslinger
2757,19000000,"['Action', 'Adventure', 'Drama', 'War']",1251,world war ii.cave.dying and death.pacific theater.japanese army.imperial japan,en,2006-12-19,68673228,141.0,Letters from Iwo Jima,Ken Watanabe,,Clint Eastwood,Paul Haggis,,Kyle Eastwood
2758,13000000,"['Adventure', 'Comedy', 'Drama', 'Science Fiction']",5172,nasa.texas.dream.fbi.bankrupt.peasant.earth.farm.insanity.rocket.life's dream.spinner.space.independent film.astronaut.family,en,2006-10-15,11130889,104.0,The Astronaut Farmer,Billy Bob Thornton,Virginia Madsen,Michael Polish,Mark Polish,,
2759,13000000,"['Comedy', 'Romance']",58680,"blind date.love.manhattan, new york city.woman director",en,1998-05-08,8026971,84.0,Woo,Tommy Davidson,Jada Pinkett Smith,Daisy von Scherler Mayer,,David C. Johnson,
2760,6000000,"['Drama', 'Thriller']",264644,based on novel.carpet.isolation.kidnapping.imprisonment.grandparents.escape.hospital.dog.captive.mother son relationship.shed.skylight,en,2015-10-16,35401758,117.0,Room,Jacob Tremblay,Brie Larson,Lenny Abrahamson,Emma Donoghue,,Stephen Rennicks
2761,0,['Comedy'],14577,,en,1998-06-12,0,82.0,Dirty Work,Artie Lange,Traylor Howard,Bob Saget,,Norm Macdonald,
2762,13000000,"['Comedy', 'Crime', 'Horror', 'Thriller']",11592,housewife.protection.motherly love.evil mother.murder.independent film.perfection,en,1994-04-13,7820688,95.0,Serial Mom,Sam Waterston,Kathleen Turner,John Waters,,John Waters,Basil Poledouris
2763,13000000,['Comedy'],16406,richard nixon.watergate.the white house,en,1999-08-04,27500000,94.0,Dick,Will Ferrell,Kirsten Dunst,Andrew Fleming,Andrew Fleming,,John Debney
2764,0,"['Drama', 'Thriller']",19052,,en,1999-11-04,0,99.0,Light It Up,Forest Whitaker,Vanessa Williams,Craig Bolotin,,Craig Bolotin,
2765,13000000,"['Music', 'Drama']",3682,new york.sex.nightclub.money.drug.disco,en,1998-08-28,16757163,106.0,54,Ryan Phillippe,Salma Hayek,Mark Christopher,,Mark Christopher,Marco Beltrami
2766,0,"['Adventure', 'Comedy', 'Drama', 'Romance']",9683,lovesickness.niagara falls.crush.youth.illness,en,2001-08-24,0,84.0,Bubble Boy,Jake Gyllenhaal,Swoosie Kurtz,Blair Hayes,,,John Ottman
2767,13000000,"['Comedy', 'Crime', 'Thriller']",2084,female nudity.robbery.mail order bride.bank clerk,en,2001-09-06,0,93.0,Birthday Girl,Ben Chaplin,Nicole Kidman,Jez Butterworth,Jez Butterworth,,Stephen Warbeck
2768,13000000,['Comedy'],107811,alcohol.birthday.debauchery,en,2013-03-01,48065672,93.0,21 & Over,Miles Teller,Justin Chon,Jon Lucas,Jon Lucas,,
2769,13000000,"['Drama', 'Romance']",2266,paris.city portrait.jazz.subway.new love.immigration.nanny.tourist.woman director,fr,2006-05-16,4857367,120.0,"Paris, je t'aime",Steve Buscemi,Natalie Portman,Isabel Coixet,,,Pierre Adenot
2770,0,['Drama'],13074,sport,en,2007-06-14,0,112.0,Resurrecting the Champ,Samuel L. Jackson,Teri Hatcher,Rod Lurie,Allison Burnett,,
2771,13000000,"['Comedy', 'Drama', 'Romance']",144340,princeton university.admissions,en,2013-03-21,18000000,107.0,Admission,Paul Rudd,Tina Fey,Paul Weitz,Karen Croner,,
2772,0,"['Romance', 'Drama']",48217,france.island.fisherman.love.revenge.murder.execution.19th century,en,2000-01-01,0,112.0,The Widow of Saint-Pierre,Daniel Auteuil,Juliette Binoche,Patrice Leconte,,Patrice Leconte,
2773,15000000,"['Drama', 'Thriller', 'Mystery']",28211,toronto.lesbian.remake of french film.suspicious wife.female doctor.playing piano,en,2009-03-25,8459458,96.0,Chloe,Liam Neeson,Julianne Moore,Atom Egoyan,Erin Cressida Wilson,,Mychael Danna
2774,13000000,"['Comedy', 'Crime', 'Drama']",47502,kitchen.female protagonist.bathtub.wedding anniversary.flashback,en,1996-04-03,9789900,91.0,Faithful,Chazz Palminteri,Cher,Paul Mazursky,Chazz Palminteri,,
2775,13000000,"['Drama', 'Action', 'Comedy', 'Crime']",9950,court case.staatsanwältin.family clan.gangster,en,2006-03-16,2636637,125.0,Find Me Guilty,Vin Diesel,,Sidney Lumet,Sidney Lumet,,Jonathan Tunick
2776,13000000,"['Drama', 'Romance']",84892,shyness.secret.narration.kiss.freshman.coming of age.teenage boy.high school student.first love.aunt nephew relationship.gay lead character.santa hat.lgbt teen.aunt nephew incest.based on young adult novel,en,2012-09-20,33400000,102.0,The Perks of Being a Wallflower,Logan Lerman,Emma Watson,Stephen Chbosky,Stephen Chbosky,,Michael Brook
2777,3000000,['Action'],24227,police.shoulder holster.police shootout.shootout at a train station,en,1993-05-14,1200000,87.0,Excessive Force,Thomas Ian Griffith,Charlotte Lewis,Jon Hess,,Thomas Ian Griffith,
2778,13000000,['Drama'],9672,killing.death penalty.kansas.author.murder hunt,en,2006-11-16,1151330,110.0,Infamous,Toby Jones,Sigourney Weaver,Douglas McGrath,Douglas McGrath,,Rachel Portman
2779,0,"['Drama', 'Romance', 'Western']",44853,,en,2000-12-29,0,120.0,The Claim,Peter Mullan,Milla Jovovich,Michael Winterbottom,Frank Cottrell Boyce,,
2780,13000000,"['Thriller', 'Horror']",157544,exorcism.anti-christ.exorcist,en,2015-07-24,1784763,91.0,The Vatican Tapes,Michael Peña,Olivia Taylor Dudley,Mark Neveldine,Christopher Borrelli,,Joseph Bishara
2781,14350531,"['Action', 'Comedy', 'Science Fiction']",59678,street gang.fireworks.chase.meteor.playground.arrest.cannabis.moped.car set on fire.car crash.alien.social satire.crime.race.naive children,en,2011-05-12,3964682,88.0,Attack the Block,Nick Frost,Jodie Whittaker,Joe Cornish,,Joe Cornish,Steven Price
2782,10000000,"['Drama', 'Romance', 'War']",79777,muslim.sister sister relationship.sarajevo.bosnian war of 1992-1995.violence.united nations.woman director,en,2011-12-23,303877,127.0,In the Land of Blood and Honey,Goran Kostić,,Angelina Jolie,,Angelina Jolie,Gabriel Yared
2783,13000000,"['Crime', 'Thriller']",158011,underground.gas station.kidnapping.murder.suspense.serial killer.american flag.multiple stabbings.violence.person on fire.cell phone.psycho,en,2013-03-14,68572378,94.0,The Call,Morris Chestnut,Halle Berry,Brad Anderson,Richard D'Ovidio,,John Debney
2784,0,"['History', 'Drama', 'War', 'Action']",407887,"korea.fictionalized history.operation ""trudy jackson"".general douglas macarthur.operation x-ray.incheon",ko,2016-07-27,0,110.0,Operation Chromite,Lee Jung-jae,Jin Se-yeon,John H. Lee,John H. Lee,Sean Dulake,
2785,0,"['Family', 'Action', 'Adventure']",17043,crocodile,en,2002-07-26,33082548,90.0,The Crocodile Hunter: Collision Course,David Wenham,Magda Szubanski,John Stainton,,Holly Goldberg Sloan,Mark McDuff
2786,13000000,"['Comedy', 'Drama', 'Romance']",8952,judge.small town.con man.fraud.jail.white collar criminal,en,2009-01-18,10652035,98.0,I Love You Phillip Morris,Jim Carrey,Leslie Mann,Glenn Ficarra,,Glenn Ficarra,
2787,12000000,"['Adventure', 'Drama']",62204,stone age.cavemen.prehistoric adventure.prehistoric times.prehistoric man,xx,1981-12-15,55260558,100.0,Quest for Fire,Everett McGill,Rae Dawn Chong,Jean-Jacques Annaud,,Gérard Brach,
2788,12500000,"['Drama', 'Romance']",13435,u.s. navy.biography,en,2002-12-19,23367586,120.0,Antwone Fisher,Derek Luke,Joy Bryant,Denzel Washington,,Antwone Fisher,Mychael Danna
2789,0,"['Drama', 'Romance']",17187,,en,2002-11-22,0,108.0,The Emperor's Club,Kevin Kline,Embeth Davidtz,Michael Hoffman,Neil Tolkin,Ethan Canin,
2790,12500000,"['Action', 'Thriller', 'Crime', 'Romance']",319,father son relationship.film producer.mexican standoff.loss of father.cocaine.love.mafia.los angeles.drug.illegal prostitution.gun violence,en,1993-09-09,12281551,120.0,True Romance,Christian Slater,Patricia Arquette,Tony Scott,Quentin Tarantino,,Hans Zimmer
2791,3100000,"['Romance', 'Science Fiction']",59457,,en,2010-07-15,0,111.0,Womb,Matt Smith,Eva Green,Benedek Fliegauf,,Benedek Fliegauf,
2792,12500000,"['Crime', 'Drama', 'Mystery']",9504,robbery.office.shop.estate agent.company.contest.cowardliness.cult film.real estate.pressure.neo-noir,en,1992-09-15,10725228,100.0,Glengarry Glen Ross,Al Pacino,Lori Tan Chinn,James Foley,David Mamet,,James Newton Howard
2793,13000000,"['Crime', 'Drama', 'Thriller']",37414,sheriff.crime fighter,en,2010-02-19,0,109.0,The Killer Inside Me,Casey Affleck,Kate Hudson,Michael Winterbottom,John Curran,Michael Winterbottom,
2794,0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",6217,shotgun.attack.lingerie.held captive.incest.dissection.jungle cat.erotic movie,en,1982-04-02,0,118.0,Cat People,Malcolm McDowell,Nastassja Kinski,Paul Schrader,Paul Schrader,,
2795,12500000,"['Horror', 'Mystery', 'Thriller']",26688,female nudity.graduation.serial killer.blood.slasher.killer.horror movie remade.sorority house.axe,en,2009-09-09,27206120,101.0,Sorority Row,Robert Belushi,Rumer Willis,Stewart Hendler,,Josh Stolberg,
2796,0,"['Adventure', 'Drama', 'Romance']",43867,kidnapping.coronation.villain.kingdom.heir to the throne.royalty.mistaken identity.king.identity swap.monarch.lookalikes.beautiful princess,en,1937-09-03,0,101.0,The Prisoner of Zenda,Ronald Colman,Madeleine Carroll,John Cromwell,John L. Balderston,Edward E. Rose,Alfred Newman
2797,12000000,"['Comedy', 'Romance', 'Drama']",6615,garage.lone wolf.dying and death.loss.delusion.puppet.doll,en,2007-10-12,11293663,106.0,Lars and the Real Girl,Ryan Gosling,Emily Mortimer,Craig Gillespie,,Nancy Oliver,David Torn
2798,12500000,"['War', 'Drama']",14574,nationalism.concentration camp.world war ii.gas chamber.nazis.concentration camp prisoner,en,2008-05-07,20416563,94.0,The Boy in the Striped Pyjamas,Asa Butterfield,Vera Farmiga,Mark Herman,Mark Herman,,James Horner
2799,12800000,"['Drama', 'Crime', 'Music']",16,individual.dancing.usa.robbery.factory worker.secret.factory.small town.dance.blindness and impaired vision.death penalty.immigrant.eye operation.eyesight.fantasy.naivety.self-abandonment.hereditary disease.loss of eyesight.czech.dying and death.van.friendship.murder.teacher.debt.execution.crime.police officer,en,2000-05-17,40031879,140.0,Dancer in the Dark,David Morse,Björk,Lars von Trier,,Lars von Trier,Björk
2800,0,"['Drama', 'Romance']",39780,minister.australia.inheritance.wager.woman director.19th century,en,1997-12-31,0,132.0,Oscar and Lucinda,Ralph Fiennes,Cate Blanchett,Gillian Armstrong,Laura Jones,,
2801,12500000,"['Crime', 'Drama']",21612,suicide.bedroom.strike.great depression.trade union.murder.mafia.corpse.new york city.violence.stabbing.madness.1930s,en,1996-01-26,1227324,99.0,The Funeral,Christopher Walken,Annabella Sciorra,Abel Ferrara,,Nicholas St. John,
2802,15000000,"['Comedy', 'Drama', 'Romance']",36691,infidelity.bankrupt.loneliness.comedy.family drama,en,2009-09-07,5024782,90.0,Solitary Man,Michael Douglas,Susan Sarandon,Brian Koppelman,Brian Koppelman,,
2803,20000000,"['Action', 'Comedy', 'Thriller']",23631,illegal immigration.immigration law.machete.politician.death of a child.hard to kill.brutal death,en,2010-09-01,31327899,105.0,Machete,Danny Trejo,Michelle Rodriguez,Robert Rodriguez,Robert Rodriguez,,Chingon
2804,12500000,"['Crime', 'Comedy', 'Drama']",45324,biography.duringcreditsstinger,en,2010-09-16,1083683,108.0,Casino Jack,Kevin Spacey,Kelly Preston,George Hickenlooper,,Norman Snider,
2805,12300000,"['Animation', 'Adventure', 'Family']",12144,vulkan.loss of mother.tyrannosaurus rex.earthquake.primitive time.dinosaur,en,1988-11-18,84460846,69.0,The Land Before Time,Gabriel Damon,Candace Hutson,Don Bluth,Stu Krieger,,James Horner
2806,0,"['Action', 'Adventure', 'Drama', 'History', 'War']",11658,archaeologist.korean war.north korea.south korea.air raid.pyre,ko,2004-02-05,15,140.0,Tae Guk Gi: The Brotherhood of War,Won Bin,Lee Eun-ju,Kang Je-gyu,Kang Je-gyu,,Lee Dong-jun
2807,12500000,"['Drama', 'Family']",56601,baseball.sport.based on true story.family relationships,en,2010-04-01,3878993,118.0,The Perfect Game,Clifton Collins Jr,Emilie de Ravin,William Dear,,W. William Winokur,
2808,8000000,"['Drama', 'Horror', 'Thriller']",9552,exorcism.holy water.religion and supernatural.vomit.christian.possession.profanity.priest.ouija board.satan.paranormal phenomena.girl.demon.strong language.disturbed child.crisis of faith.sfx,en,1973-12-26,441306145,122.0,The Exorcist,Max von Sydow,Linda Blair,William Friedkin,William Peter Blatty,,Steve Boeddeker
2809,7000000,"['Horror', 'Thriller', 'Adventure']",578,fishing.atlantic ocean.bathing.shipwreck.police chief.ferry boat.dying and death.dolly zoom.shark.great white shark.animal horror,en,1975-06-18,470654000,124.0,Jaws,Roy Scheider,Lorraine Gary,Steven Spielberg,Peter Benchley,,John Williams
2810,11000000,"['Comedy', 'Romance']",2105,graduation.innocence.coming of age.teenager.high school student.pie.teen comedy.teenage sexuality.exchange student.sitting on a toilet.voyeurism.virginity.laxative.prom night,en,1999-07-09,235483004,95.0,American Pie,Jason Biggs,Alyson Hannigan,Chris Weitz,Adam Herz,,David Lawrence
2811,12516654,"['Animation', 'Comedy', 'Drama', 'Family']",126319,mouse.musician.friendship.prejudice.bear,fr,2012-12-12,8109160,78.0,Ernest & Celestine,Lambert Wilson,Susanne Blakeslee,Stéphane Aubier,Daniel Pennac,,Vincent Courtois
2812,25000000,"['Action', 'Adventure', 'Comedy']",10136,monk.social worker.wretch.tibet.demon.evil.missing person.mysticism.reluctant hero,en,1986-12-12,79817939,94.0,The Golden Child,Eddie Murphy,Charlotte Lewis,Michael Ritchie,Dennis Feldman,,
2813,12000000,"['Comedy', 'Romance']",67660,advice.love.relationship.ensemble cast.duringcreditsstinger.turning the tables.reading a book.african american comedy,en,2012-04-16,96070507,122.0,Think Like a Man,Michael Ealy,Meagan Good,Tim Story,,Keith Merryman,
2814,12000000,"['Comedy', 'Drama']",10611,hairdresser.shop.neighbor.debt.meeting.hoodlum,en,2002-04-01,75781642,102.0,Barbershop,Ice Cube,Marcia Wright,Tim Story,Mark Brown,,Terence Blanchard
2815,12000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",154,uss enterprise.genesis.asteroid.self sacrifice.midlife crisis.terraforming.simulator.cadet.radiation.uss reliant.ceti alpha v.genetics.space opera,en,1982-06-03,96800000,113.0,Star Trek II: The Wrath of Khan,William Shatner,Nichelle Nichols,Nicholas Meyer,Jack B. Sowards,,James Horner
2816,15000000,"['Comedy', 'Mystery']",3049,dolphin.mascot.private detective.pets,en,1994-02-04,107217396,86.0,Ace Ventura: Pet Detective,Jim Carrey,Sean Young,Tom Shadyac,Jim Carrey,,
